Team,points-per-game,average-scoring-margin,field-goals-made-per-game,field-goals-attempted-per-game,offensive-efficiency,defensive-efficiency,effective-field-goal-pct,true-shooting-percentage,three-point-pct,two-point-pct,free-throw-pct,three-pointers-made-per-game,three-pointers-attempted-per-game,offensive-rebounds-per-game,defensive-rebounds-per-game,total-rebounds-per-game,offensive-rebounding-pct,defensive-rebounding-pct,total-rebounding-percentage,blocks-per-game,steals-per-game,assists-per-game,turnovers-per-game,assist--per--turnover-ratio,win-pct-all-games,win-pct-close-games,possessions-per-game,personal-fouls-per-game,opponent-points-per-game,opponent-average-scoring-margin,opponent-shooting-pct,opponent-effective-field-goal-pct,opponent-three-point-pct,opponent-two-point-pct,opponent-free-throw-pct,opponent-true-shooting-percentage,opponent-assists-per-game,opponent-turnovers-per-game,opponent-assist--per--turnover-ratio
Delaware St,68.4,-2.9,24,56.9,0.948,0.989,46.1,101.2,31,46,70.9,4.4,14.3,9.7,21.4,33.5,31,69.5,50.5,1.9,8.4,11.5,15,0.768,0.406,0.273,72.2,17.3,71.4,2.9,43.7,50.9,35.9,48.9,71.9,109.1,13.1,15.4,0.846
Saint Joseph's,75.5,4.9,26.5,59.5,1.067,0.997,53,111.5,35.2,53,72.6,10,28.5,8.6,24.2,35.8,27.4,73.7,50.5,3.8,7.1,14.7,11.4,1.286,0.6,0.5,70.7,15.3,70.5,-4.9,42,49,33,48.6,72.1,104.4,13.7,12.1,1.127
McNeese,78,13.2,27.3,57.2,1.145,0.95,54.2,114.5,38.7,52.2,69.6,7.4,19.2,9.5,22.6,34.7,30.8,71.2,51.1,3.5,9.3,14.1,9.3,1.513,0.867,0.6,68.1,17.9,64.8,-13.2,40.3,48.3,33.4,46.6,71.6,104,12.7,15.3,0.83
Utah,78.8,5.6,29.2,62.4,1.075,0.999,54.3,111.9,37,53.6,65,9.3,25.2,8.3,27.4,38.9,25.5,76.3,51.7,4.2,5.9,17.7,11.5,1.535,0.595,0.75,73.3,15.9,73.2,-5.6,42.7,48.8,33.6,47.9,68.5,102.7,13.9,10.1,1.371
Colorado St,74,6.1,26.8,55.9,1.089,0.999,54.2,114.9,33,57,75.2,7.1,21.4,6.6,23.9,33.1,22.6,74.4,50.1,3,5.9,17.4,10.3,1.689,0.677,0.375,67.9,17,67.9,-6.1,42.9,48.5,33,48,73.7,104.5,11.5,11.1,1.037
Creighton,80.4,10.5,29,60,1.141,0.991,57.3,119.9,36.8,59.2,78.8,10.7,29.1,7.1,28.4,38.2,23.9,76.8,53.2,4.1,3.8,16.8,10.6,1.581,0.714,0.444,70.5,11.5,69.9,-10.5,41.8,46.3,32.3,45.5,78.8,97.8,11.4,7.6,1.504
Dayton,74.2,7.7,25.2,53.1,1.116,1,56.3,119,39.9,53.4,74,9.4,23.5,6.8,23.7,33.7,24.1,73.5,50.6,3.9,5.5,14.6,10.4,1.404,0.758,0.583,66.5,13.5,66.5,-7.7,41.9,48.3,32,48.5,72.8,102,12.6,10.4,1.219
Sacred Heart,72.8,-0.5,26.4,58.3,1.011,1.017,51.4,108.6,35.8,50.2,69.9,7.1,19.9,7,22.3,32.3,22.7,69.8,47.1,4.9,8.4,13.3,11.9,1.115,0.467,0.375,72.1,17.1,73.3,0.5,44.3,51.6,35.3,50.7,67.5,108.4,15.3,14.1,1.083
UC Riverside,69.3,-3,24.2,61.4,0.999,1.042,46.3,99.4,32.3,44.6,71.4,8.4,25.9,9.3,22.3,36.1,26.5,75.7,50.2,1.3,5.4,12.7,9.7,1.313,0.438,0.375,69.4,17.4,72.4,3,46.5,52.3,35.3,52,71.3,111.1,13.6,10.7,1.265
Norfolk St,70.6,2,24.1,54.5,1.024,0.995,49.6,108.2,33.1,49.6,72.9,5.9,17.7,9.2,20.7,32.4,29.8,70.6,49.5,2.9,8.4,11.3,12.5,0.909,0.645,0.778,69,19,68.6,-2,41.7,49.5,34.5,47.7,74.1,108.8,13.7,14.9,0.918
UCLA,65.7,-0.3,22.9,54.9,0.991,0.996,46.6,102.1,33.2,45.3,73.2,5.5,16.6,8.5,21,33.1,27.8,74,50.2,3.2,5.7,10.8,10.6,1.021,0.469,0.4,66.2,18.5,66,0.3,43,50.1,33.7,49.7,69.5,106.9,11.3,11.7,0.965
Marshall,72.9,-4,25.8,63.9,0.983,1.038,46.8,100.3,31,47.1,70.6,8.2,26.4,10.2,24.7,39.5,27.7,73.8,50.1,4.3,7,14.7,11.9,1.236,0.375,0.429,74.1,16.1,76.9,4,45,51.4,36.2,49.8,70.4,108.4,13.6,11.7,1.163
Syracuse,75.4,-0.9,27.1,59.3,1.028,1.04,51.3,109.5,33.4,51.9,72.1,6.7,20,7,22.5,32.6,21.5,69.3,46.2,4,9.1,13.5,11.4,1.184,0.613,0.714,73.3,15.6,76.3,0.9,46.4,52.8,34.7,53.2,72.6,110.8,14.3,14.5,0.987
Texas St,67.5,-3,24.3,56.1,0.958,1,47.1,102.1,31.5,47,69.4,4.3,13.6,8.9,22.4,35.1,28.2,73,50.7,3.3,7.2,10.9,13.7,0.8,0.455,0.286,70.5,17.9,70.5,3,44,49.7,32.1,50.6,72.5,107.6,11.8,12.8,0.924
Tennessee,78.8,11.4,27.2,61.8,1.101,0.941,51.1,110,34.4,50.8,75.1,8.8,25.4,10.6,25.2,38.7,31.6,73.6,52.4,4.6,7.8,16.7,10.2,1.63,0.75,0.333,71.6,17.5,67.4,-11.4,38.9,45.3,31.2,44.3,71,99.2,11.1,13,0.849
Indiana,72.3,-2,26.6,56,1.019,1.047,52.1,109.5,32.4,53.4,66.4,5,15.5,7.7,24.3,34.8,25.1,72.9,49.8,4,5.2,15.3,12.1,1.26,0.576,0.778,71,16.9,74.3,2,42,49,34.3,47.4,75,105.9,13.5,10.3,1.311
Illinois St,66.2,-1.8,23.1,54.6,0.995,1.022,47.7,103.5,28.8,50.4,71.7,5.9,20.5,8.5,22.9,34.6,27.5,75.8,51.3,2.2,5.5,12.3,11.3,1.092,0.452,0.455,66.6,15.7,68,1.8,44.5,50.9,32.5,52.3,73.5,107.9,12.7,10.7,1.19
Furman,78.8,2.1,27.4,62.1,1.077,1.048,52.1,110.7,33.2,54.3,73.5,9.9,29.9,9.3,24.3,36.9,27.4,75.3,50.8,2.7,6.9,16,11.4,1.401,0.5,0.571,73.2,16.3,76.7,-2.1,47,52.9,34.1,53.9,68.8,110.5,14.3,11.6,1.236
Florida St,76.5,0.2,27.4,60.5,1.035,1.032,50.3,107.8,31.7,51.5,70.7,6.1,19.1,8.8,21.6,33.3,26.6,69,47.5,4.3,9.2,12.3,11.9,1.036,0.515,0.5,73.9,19.7,76.3,-0.2,45.4,52.2,35.4,51.6,70.2,111.4,12.6,14.9,0.844
UTSA,77.1,-4.5,25.9,63.4,1.035,1.097,48.3,104.3,33.4,46.9,71.5,9.4,28.2,10.8,25.7,39.9,29.4,74.3,51,4.2,5,13.7,11.2,1.221,0.323,0.455,74.5,18,81.6,4.5,45,51.9,37,49.8,71.4,110.4,14.9,9.5,1.573
Liberty,71.4,3.1,26,56.6,1.058,1.012,54.3,112,35.7,54.9,66.2,9.4,26.5,6.8,22.7,32.3,22.4,76.2,49.2,2.2,4.9,14.8,10.7,1.379,0.517,0.429,67.5,15.8,68.3,-3.1,45.5,50.8,32.3,51.9,72.4,108,10.4,11.2,0.926
Middle Tenn,64.4,-6.9,21.8,55.3,0.924,1.024,46,99.9,31.1,45.6,70.2,7.2,23.3,8.3,22,34.3,25.7,71.4,48.4,4.1,5,9.5,14,0.684,0.387,0.75,69.6,15.6,71.3,6.9,44.5,49.5,33.8,49,73.4,105.9,11.2,10.7,1.048
Texas A&M,76,4,25.7,64,1.086,1.028,45.7,100.3,29.3,46.8,70.7,7.1,24.1,15.3,24,42.9,41.5,74.1,55.9,3,6.9,11.4,9.6,1.191,0.583,0.364,70,17,72,-4,42.9,50.5,33.8,50.2,71.4,107.4,14.8,11.4,1.306
