Team,points-per-game,average-scoring-margin,field-goals-made-per-game,field-goals-attempted-per-game,offensive-efficiency,defensive-efficiency,effective-field-goal-pct,true-shooting-percentage,three-point-pct,two-point-pct,free-throw-pct,three-pointers-made-per-game,three-pointers-attempted-per-game,offensive-rebounds-per-game,defensive-rebounds-per-game,total-rebounds-per-game,offensive-rebounding-pct,defensive-rebounding-pct,total-rebounding-percentage,blocks-per-game,steals-per-game,assists-per-game,turnovers-per-game,assist--per--turnover-ratio,win-pct-all-games,win-pct-close-games,possessions-per-game,personal-fouls-per-game,opponent-points-per-game,opponent-average-scoring-margin,opponent-shooting-pct,opponent-effective-field-goal-pct,opponent-three-point-pct,opponent-two-point-pct,opponent-free-throw-pct,opponent-true-shooting-percentage,opponent-assists-per-game,opponent-turnovers-per-game,opponent-assist--per--turnover-ratio
Santa Clara,76,3.7,27.3,59.8,1.064,1.013,52.3,110.5,34.5,52.6,71.4,7.9,23,10.4,25.5,39.1,33.1,76.1,54.6,2.7,4.7,14.8,12.8,1.159,0.594,0.286,71.4,17.8,72.3,-3.7,42.5,48.4,31.7,48.9,70.4,103.8,12.5,10.1,1.235
BYU,81.4,11.5,29.2,63.4,1.133,0.973,54.8,114.6,34.8,57.5,74.2,11.1,32,10.1,26,39.5,31,78.8,54.2,3,5.9,18.5,10.7,1.728,0.677,0.4,71.9,17.7,69.9,-11.5,42.7,48.2,32,48.3,69.9,103.1,11.9,11.2,1.063
N Florida,75.6,-2.1,25.6,58.4,1.072,1.102,53.6,114,35.9,53.3,78.1,11.5,32,7,22.3,31.6,22.4,71.1,46.6,3.6,5.3,11.5,11.3,1.015,0.448,0.167,70.5,16.6,77.7,2.1,47.3,52.6,35.5,52.3,73,111.9,12.3,10,1.231
Texas Tech,75.3,5.7,25.8,57.1,1.094,1.012,52.6,113.4,35.9,51.6,78,8.5,23.6,8.6,23,34.9,28.4,70.9,50.8,2.5,6,14.7,11.1,1.325,0.677,0.8,68.8,14.9,69.6,-5.7,43,49.2,32.2,49.8,71.4,104.4,12,11.4,1.046
North Carolina,81.9,11.5,28.3,62.8,1.119,0.962,51.5,111.4,35.9,50.2,75.9,8.1,22.7,10.6,27.5,41.1,31.7,79.5,54.9,4.1,5.8,14.5,10.1,1.437,0.784,0.375,73.3,16.5,70.5,-11.5,41,46.7,32.1,46,73.9,100.8,10.1,10.6,0.954
N Dakota St,71.9,-4.4,26,56,1.043,1.107,53.3,112.4,37.7,51.4,72.5,7.6,20.1,6.8,23.5,32.6,22.6,76.6,50,1.2,3.9,11,11.4,0.967,0.414,0.8,69,15.3,76.3,4.4,47.3,53.7,36.8,52.8,74,113.1,11.8,9,1.319
Yale,73.2,4.2,27.1,59.1,1.071,1.009,52.1,109.4,35,51.9,70.5,7.3,20.9,7.9,24.3,35.3,25.5,78.2,51.8,3.2,6,14.5,9.5,1.517,0.677,0.5,68.3,15.5,68.9,-4.2,43.2,50.4,34.5,49.4,73.9,107.5,13.8,10.7,1.285
Wisconsin,74.7,4.7,26.4,57.4,1.098,1.029,52.2,112,34.9,52.2,75.5,7.1,20.4,8.6,22.1,34,28.4,77.5,52.4,1.6,6.2,12.7,9.9,1.279,0.611,0.429,68,16.5,70,-4.7,45.7,52,36.9,50.3,72.4,110.7,11.8,11.3,1.044
Iowa St,75.3,13.8,27.1,58.5,1.087,0.888,52,110.3,35.8,51.2,70.2,6.6,18.6,9.1,21.8,33.8,29.7,72,50.4,3.1,10.3,15.7,10.5,1.504,0.784,0.667,69.3,16.5,61.5,-13.8,40.2,47.4,31.5,47.4,70.6,102.4,12.2,17.2,0.709
Bryant,75.8,0.5,27.8,62.5,0.979,0.972,50.7,106.2,32.7,51.8,66.5,7.7,23.6,7.1,27.5,36.9,19.9,72.6,46.4,6.4,7,14.1,12,1.174,0.581,0.833,77.5,17.2,75.3,-0.5,40,45.4,30.8,45,69.9,98.6,12.3,12.6,0.972
SMU,76.7,7.7,28.3,63.1,1.084,0.975,51,107,34.7,50.3,68.3,7.8,22.4,12.3,23.3,39.6,36.5,71.1,53.3,4.8,8.3,15.7,11.3,1.384,0.594,0.364,70.7,17.2,69,-7.7,41.3,47.2,32.1,46.6,71.6,102.2,13.4,12.8,1.046
Memphis,80.5,4.8,28,61,1.082,1.018,52.8,112.5,35,52.9,72.5,8.3,23.7,10.5,23.2,37,32.1,68.9,50.3,4.5,8.6,13.7,13.1,1.045,0.688,0.692,74.4,17.2,75.8,-4.8,42.7,50,34,49.3,71.5,106.2,14.3,13.8,1.029
New Mexico,80.8,9.7,29.5,64.8,1.089,0.959,50.5,107.7,32.7,51.1,71.6,6.3,19.4,10.6,24.9,39.6,31.2,75.1,52.8,4.9,8.5,14.5,10.1,1.425,0.714,0.571,74.2,17.5,71.2,-9.7,42.5,48.1,30.7,49.2,74,104.3,13.6,14,0.971
CS Northridge,73.8,-0.7,26.9,59.9,0.978,0.987,48.9,104.5,30,50.3,67.5,4.8,15.8,9.2,25.7,38.9,28.5,76.4,52.6,3.3,7.3,13.5,13.9,0.971,0.531,0.636,75.4,21.3,74.4,0.7,41,48.3,33.2,47.2,73.1,105.7,14.4,13.1,1.095
Mississippi St,74.1,5,26.2,57.9,1.05,0.978,51.4,108.6,32.2,53.4,67,7.2,22.3,10.7,24.1,38.1,33.5,74.4,53.9,3.1,8.1,13.9,13,1.07,0.6,0.429,70.6,16.6,69.1,-5,41.9,48,29.8,50.3,75.2,104.2,11.7,12.7,0.926
Utah St,78.9,6.3,28.2,58,1.097,1.01,54,114.7,32.5,56.7,71.8,6.3,19.5,7.7,24.5,35.5,26,75.7,51.4,4.3,6.4,15.8,10.9,1.457,0.788,1,71.9,17,72.6,-6.3,44.4,49.8,29.7,52.8,72.6,106.3,13.3,11.5,1.155
N Colorado,79,0.8,29.5,60.6,1.079,1.068,55.1,115.2,35.1,56.4,72.7,7.6,21.8,6.9,25.6,34.3,22.2,76.6,50.1,2.5,6.2,14.7,11.4,1.293,0.548,0.6,73.2,16.7,78.2,-0.8,45.5,52.5,35.6,52,75.2,111.5,13.2,11.1,1.189
Vanderbilt,67.9,-8,23.4,58.7,0.975,1.09,45.4,99.2,28.3,47.3,70.9,6.5,23.1,8.9,22.2,34.4,26,72.1,48.1,2.9,6.1,9.4,10.4,0.901,0.281,0.556,69.6,15.3,75.9,8,45.6,53,37.4,51,78.2,113.2,14.8,10.8,1.363
Purdue FW,78.3,5.4,28,61.1,1.062,0.989,53.5,112.2,36,53.1,70.6,9.4,26,7.1,22.3,31.8,21.1,73.3,46,3,8.7,13.2,10.6,1.247,0.618,0.667,73.7,17.2,72.9,-5.4,45.6,51.6,32.7,53.1,71.8,109.6,13.4,15.7,0.854
UCF,71.7,3.8,24.8,58.9,1.005,0.953,47.8,103.4,32.2,47.5,70.1,6.8,21.2,10.5,23.5,37.7,31.2,75.3,52.2,5,8.7,11.4,12.5,0.908,0.515,0.444,71.3,18.2,67.9,-3.8,41.2,47.9,34,45.9,72.9,104.9,12.9,14.2,0.91
Penn St,75.1,1.7,25.9,59.1,1.036,1.013,50.3,108.8,33.4,50.5,74.7,7.7,23.2,8,21.3,32.4,24.5,70.5,46.6,3.4,8.3,12.6,11.1,1.139,0.485,0.375,72.5,18.3,73.4,-1.7,45.2,50.2,30.3,52.5,76.7,109.4,14.7,14.7,1
Ohio,76.3,5.1,26.8,59.7,1.077,1.006,52.2,110.9,35.1,51.9,72.9,8.7,24.7,8.3,22.8,34.5,25.8,70.7,48.3,3.6,6.9,13.5,9.8,1.388,0.594,0.25,70.9,17.2,71.3,-5.1,42.9,49.2,33.7,48.3,70.1,105.3,11.2,13.3,0.847
S Dakota St,75.2,3.2,27.3,56.9,1.077,1.031,55.2,115.5,36.4,55.6,71.8,8.4,23,6.8,24.5,34.3,22.3,76.4,50.7,3,5.9,12.8,11.4,1.121,0.594,0.4,69.8,14.8,72,-3.2,42.9,51.3,35.5,49.5,74.2,108.6,12.3,11.3,1.086
Indiana St,84.7,11.2,29.2,57.9,1.159,1.006,59.8,126.3,38.1,62.4,80.1,10.9,28.7,5.8,26.7,35.5,21,78.9,52.7,1.8,6,17.8,11.6,1.531,0.816,0.5,73.1,16.4,73.5,-11.2,44,49.9,34.7,48.8,74.2,106,10.9,11.1,0.981
Belmont,77.4,1.3,27.7,58.6,1.056,1.037,55,115.6,37.2,54.5,73.2,9.1,24.5,6,25.3,34,19.7,74.2,48.2,3,7.3,15.3,12.1,1.267,0.594,0.833,73.3,15.6,76.1,-1.3,44.5,51.1,33,52.2,72,107.8,15.1,11.8,1.277
NC Asheville,75.9,1.1,25.5,56.4,1.058,1.044,52.1,112.9,36.4,50.5,75.1,7.6,21,7.6,22.8,33.5,25.3,69.9,48.6,4.1,5.5,14.5,12,1.21,0.613,0.643,71.7,17.4,74.9,-1.1,44.2,50.1,32.9,50.6,71.5,107.3,12.6,11.9,1.063
Oklahoma,75.4,6.6,26.1,56.2,1.075,0.981,53.1,113.8,34.5,53.9,74.3,7.5,21.6,8.5,24.1,35.2,28.3,75.3,52.8,3.3,5.9,13.3,12.5,1.068,0.625,0.714,70.1,16.1,68.8,-6.6,42.1,47.5,29.9,48.9,76,103.3,11.7,11.4,1.03
Michigan,72.9,-6.1,25.9,58.4,1.022,1.107,51.2,108.4,35.9,49.5,70.3,8,22.2,8.9,22.5,35.5,28.5,70.7,50.4,3.6,4.2,12.5,12.9,0.966,0.25,0.286,71.3,17.2,79,6.1,46.6,52.5,36.1,51.7,72.9,111.1,13.4,9.6,1.405
Washington St,73.5,6.8,27.1,58.5,1.073,0.974,51.8,109.4,33.9,52.2,70.4,6.4,18.8,9.9,25.4,37.7,31.7,78.6,54.4,4.9,5.2,12.4,10.9,1.136,0.714,0.857,68.5,16.6,66.7,-6.8,42.1,47.2,32.5,46.5,73.1,102.3,10.9,10.5,1.038
Ohio St,75.5,5.3,26.6,59.1,1.084,1.009,51,110.2,34.5,50.6,76.7,7.1,20.5,9.4,24.7,37.1,29.8,73.5,51.9,4.6,5.6,14,10.6,1.323,0.611,0.546,69.6,17,70.2,-5.3,42.8,48.6,34.7,46.9,71,103.8,11.9,10.8,1.106
St John's,78.8,6.9,29.4,64.8,1.103,1.006,50.9,107.7,34.1,50.8,72.8,7.2,21.1,12.5,23.1,38.8,37,72.5,53.6,5.5,7,15.7,10.9,1.439,0.606,0.444,71.5,18,71.9,-6.9,43.3,49.5,35,47.9,74.4,107.1,13.5,12.9,1.042
Louisville,72,-7.1,25,57.3,1.001,1.099,48.4,106.1,30.6,49.4,74.6,5.5,17.8,8.7,23.8,34.4,26,74.7,49.8,2.6,5.4,11.1,12.8,0.868,0.25,0.5,72,17,79.1,7.1,47.3,54.6,37.2,53.8,73.2,115.4,15.4,11.4,1.35
Grand Canyon,77.8,11,25.6,56.5,1.083,0.93,51.4,112.8,33.5,52.1,74.9,6.8,20.4,9.9,24.1,37.9,32.4,73.3,52.8,5.3,8.1,11.6,12.4,0.933,0.853,0.833,71.8,18.1,66.8,-11,40.3,45.8,32.1,44.5,70.6,99.5,11.3,13.8,0.821
Arkansas St,78.8,1.8,27.6,62.5,1.096,1.071,51.5,109.1,34.4,51.4,70.2,9.2,26.8,11.3,24.1,38.4,32.7,73.5,52.1,4.4,5.6,14.5,11.2,1.295,0.541,0.364,71.9,17.4,77,-1.8,45.8,50.5,35.2,49.7,76.1,109.5,11.2,10,1.122
Texas,75.4,6.5,27.4,58.5,1.073,0.98,53,112.8,35.5,53,75.7,7.2,20.3,8.4,23.1,34.7,27.8,72.8,50.4,4.4,7.2,15.1,11.6,1.303,0.618,0.375,70.3,17.3,68.9,-6.5,42.6,48.1,33.6,47,72.1,103.9,11.5,12.9,0.895
Chattanooga,76.8,3.6,26.5,57.8,1.089,1.038,54.8,115.8,35.7,56.1,74.9,10.4,29.2,7.6,25.6,35.7,25.3,73.3,50.6,3.5,6.2,13.1,11.8,1.115,0.613,0.6,70.5,16.1,73.1,-3.6,42.5,49.9,35.1,47.9,67.9,104.7,12.7,10,1.268
Michigan St,72.9,6.8,27.1,58.8,1.068,0.968,51.6,108.8,36.3,50.4,70.8,6.5,17.9,8.7,23.1,34.7,28.6,74.4,50.8,3.8,7.1,15.9,10,1.594,0.571,0.25,68.3,16.6,66.1,-6.8,41.3,48.1,32.6,47.4,71.5,103.4,12.5,12.3,1.014
Florida Atlantic,82,8.6,29.2,61,1.135,1.015,54.7,115.3,35.1,56,72,8.4,23.8,9.7,25.2,38.1,31.5,72.6,52.8,3.1,7.2,14.9,11.4,1.298,0.735,0.455,72.3,16.1,73.4,-8.6,43.5,49.6,33.7,49.1,72.7,105.4,10.4,11.6,0.901
N Alabama,74.8,-2.2,26.1,59.9,1.048,1.078,49.8,108.1,35.6,47.9,77.2,7.4,20.7,8,23.3,34.7,24.8,74.7,49.3,3.1,5.1,10.6,10.2,1.043,0.433,0.462,71.4,18.6,77,2.2,45.3,51.5,35.4,50.6,71.8,110.8,12.4,9.9,1.256
Xavier,75.9,1.2,27.1,62.2,1.032,1.016,49.1,105.9,34.2,48.1,74.6,6.8,19.9,9.4,24.7,38.1,28.4,73,51.5,3.4,6.9,16.2,11.6,1.391,0.471,0.455,73.5,16.8,74.6,-1.2,43.6,49.6,33.5,49.2,71.2,105.4,16.1,11.4,1.411
UCSD,74.7,4.8,26.1,58.1,1.085,1.015,52.3,111.5,34.9,52.2,74.3,8.5,24.2,7.9,22.9,34.2,25.4,75,49.7,2.6,6.1,12.3,9.6,1.274,0.613,0.429,68.9,16.4,69.9,-4.8,44.4,50.4,33.6,50.4,72.1,107.1,12.6,11.3,1.111
Purdue,82.3,13.3,28.4,58.3,1.174,0.984,55.8,118.2,40.4,53.3,72,8.2,20.2,10.9,26.8,40.4,36.9,77.2,58,3.6,5.4,18.5,11.3,1.629,0.872,0.571,70.1,13.7,69,-13.3,41.7,47.5,31.5,47.7,72.3,100.5,14.2,9.4,1.508
Toledo,80,3.9,28.8,60.2,1.105,1.051,53.1,113.8,37.6,51.8,75.4,6.5,17.2,8.3,22.4,33.9,26.9,73.4,50.2,2,7.3,13.4,10.7,1.254,0.625,0.667,72.4,15.6,76.1,-3.9,48,54.3,34,56.3,72.4,113.5,13.5,13.1,1.036
Omaha,72.3,-2.3,24.9,56.2,1.047,1.08,49.5,108.3,31.6,50.5,74.8,5.9,18.6,7.4,23,32.7,23.1,74.9,48.8,2.4,5.8,9.9,9.9,1,0.379,0.308,69.1,16.9,74.7,2.3,45.8,53.4,35.7,53.2,74.5,113.4,13,10.8,1.204
Temple,70.5,-2.9,24.1,61.4,0.993,1.035,46,99.6,31.7,44.9,71,8.2,25.9,9.3,22.9,35.9,25.7,71.9,47.9,2.8,7.2,11,9.8,1.126,0.429,0.583,70.9,17,73.4,2.9,44.1,50.4,32.6,51.3,72.3,108.3,13.9,11.8,1.177
Miami OH,68.6,-2.4,24.2,55.5,0.987,1.021,50.9,108.1,36.2,48.6,71.9,8.1,22.4,6.4,23.1,31.8,20.5,71.6,46.2,2.9,6.3,13.9,11.7,1.188,0.433,0.571,69.5,17.2,71,2.4,43.5,49.3,31.5,50.5,72.5,105.7,12.1,12.2,0.992
Lipscomb,80.4,3.1,29.2,60.1,1.122,1.078,56.2,118.4,38.1,55.7,77.8,9.1,23.9,6.2,23.2,32.3,20.8,71.9,47.9,3.2,6.2,14.2,10,1.419,0.6,0.5,71.7,13.1,77.3,-3.1,46.9,53.5,36.5,52.8,71.8,111.4,12.3,11.3,1.088
UConn,81.4,18,29.4,59.2,1.199,0.934,56.9,119.4,35.8,59.1,74.3,8.5,23.8,10.3,25.4,39,35.7,76.9,56.3,5.4,6.2,18.7,9.6,1.953,0.925,0.8,67.9,16.3,63.4,-18,39.2,44.4,31.2,43.2,72.5,97,10,10.6,0.946
UMBC,78.5,-2.7,29.8,64,1.023,1.058,52.7,110,35.4,52.6,70.9,7.9,22.4,7.6,25.5,36.7,22.9,71,48.1,3.9,5,13,13.1,0.99,0.323,0.357,76.8,15.7,81.2,2.7,44.6,50.3,31.3,52.2,72.7,106.9,13.6,11.2,1.22
Mississippi,74.9,1,26.2,58.6,1.059,1.044,51.1,109.6,36.5,49.2,72.8,7.5,20.6,8.5,21.5,33.5,28.1,67.1,47.5,5.8,7.8,15.1,10.8,1.407,0.625,0.8,70.8,16.3,73.9,-1,44,50.2,33.8,50,71.1,107,14.6,12.4,1.173
Rhode Island,71.8,-5.1,25.5,55.8,1.017,1.089,51.5,108.3,34.9,51.1,64.7,6.5,18.6,8.1,23.6,36.1,26.4,72.6,51.1,3,4.7,12.6,12.8,0.99,0.355,0.444,70.6,17.1,76.9,5.1,45.6,52.6,35.7,52,67,109.7,15,9,1.67
Columbia,73.6,-1.7,26.4,58.3,1.034,1.058,52.5,110.9,37.4,50.2,73.2,8.4,22.4,7.5,23,34.3,24.8,73.6,50,2.4,7,16.3,12.3,1.321,0.417,0.429,71.2,16.7,75.3,1.7,45.6,52.8,33.9,54.1,73.3,111.3,15.5,11.8,1.318
Rutgers,65.4,-1.2,23.4,60.2,0.925,0.941,43.5,93.9,28.7,43.7,65.8,5.5,19.1,10.4,23,37.1,28.1,70.8,48.4,5.2,7.7,11.8,11.4,1.033,0.469,0.8,70.7,16.9,66.5,1.2,40.8,47.2,32.7,46,70,101.8,12.6,14.9,0.843
Marquette,78.1,8.2,29.1,61,1.099,0.983,55,114.2,35.2,56.6,70.3,8.8,25.1,7.6,22.7,32.8,24.2,71.3,47.8,3.5,8.6,15.9,10,1.591,0.73,0.75,71,15,69.8,-8.2,42.6,49.8,33.7,49.3,74.8,106.2,14.8,14.7,1.004
USC,74.1,-0.2,26.4,58.5,1.019,1.022,51.7,109.2,35.5,50.7,69.3,7.6,21.5,8.4,22.5,34.2,26.9,71.5,48.6,5.2,7.5,15.6,12.7,1.232,0.455,0.2,72.7,17,74.3,0.2,43.2,50.2,36.5,47.4,73.8,107.6,15.4,13.3,1.162
Robert Morris,72.2,-5.3,25.8,59.9,1.017,1.091,50.2,106.4,33.7,50,71.9,8.6,25.5,10.7,20.8,34.8,31.8,71.7,50.9,2.8,5,13.4,13.9,0.966,0.267,0.3,71,17.9,77.4,5.3,47.3,53.3,34.3,54.3,73,113.6,14,11,1.27
NC Wilmington,75.8,4.1,26.5,59.5,1.11,1.05,51.1,110.1,33,52.1,76.5,7.8,23.6,9.2,21.8,33.9,28.6,72.1,49.2,2.2,5.8,11.1,8.5,1.305,0.643,0.571,68.2,17.1,71.6,-4.1,45.2,51.7,35.5,50.8,70.7,109.7,11,11.4,0.966
Delaware,72.3,2.6,26.5,57.6,1.042,1.004,51.9,109.5,33,53.2,70.7,6.8,20.6,7.5,24.3,35.4,24.5,74.7,50.7,2.9,5.4,13.5,10.8,1.248,0.563,0.375,69.5,14.9,69.7,-2.6,43,48.7,31.3,49.7,70.7,103.2,12,10.2,1.171
Charleston,80.5,6.5,28.6,64.8,1.116,1.026,52.2,110,34.7,52.5,72.3,10.5,30.4,11.2,24.4,39.4,32.3,75.8,52.8,3.1,6.1,15.3,10,1.525,0.765,0.857,72.1,16.1,74,-6.5,44.8,51.2,34.5,50.8,70.3,107.9,11.6,11.4,1.013
Milwaukee,79,-0.5,27.8,62.1,1.072,1.08,51,109.4,32.2,52.7,73.7,7.8,24.1,11.5,23.8,38.5,34.3,69.8,51.8,4.4,5.6,14,12.9,1.085,0.546,0.692,73.6,18.2,79.5,0.5,44,50.6,34.2,50.2,75.6,109,15.5,11.1,1.392
Arkansas,77.8,-2,26,57.5,1.038,1.065,50.5,111.3,31.8,51.8,75.6,6,18.9,7.2,24.1,34.6,23.3,72.7,48.7,6.1,6,11.7,12,0.98,0.485,0.6,74.9,19.8,79.8,2,44.6,50.4,33.9,50.1,72.7,108.9,13,11.1,1.173
VCU,71,4.3,23.8,54.2,1.044,0.981,51.8,112.3,35.3,50.9,78.1,8.5,24,7.8,24.2,35.2,26.5,74.9,51.5,4.4,6.5,13.6,12.1,1.117,0.632,0.429,68,16.4,66.7,-4.3,40.7,46.8,31.3,46.7,73.4,102,11.3,11.2,1.009
Longwood,72.9,2.7,24.9,56.2,1.063,1.023,49.1,109.4,33.4,48.7,69.2,5.3,16,11.2,21.9,36.5,35.5,74.4,54.8,2.2,6.7,11.9,12.6,0.948,0.563,0.5,68.6,17.9,70.2,-2.7,44.9,51.8,34.8,51.5,69.8,110.8,11.9,13.3,0.895
E Kentucky,76.5,-0.9,27.7,62.1,1.057,1.07,50.6,106.9,36.1,48.8,68.4,7.5,20.9,10.6,24.3,38.6,31.3,71.3,51.1,6,5.3,13,11.3,1.151,0.5,0.4,72.4,16.3,77.4,0.9,43.3,49.7,38.7,45.5,75.8,106.8,13.3,9.8,1.358
William & Mary,68.5,-5.8,23.4,57.5,1.008,1.093,48.3,103.3,32.1,48.6,69.8,8.8,27.5,8.6,22.4,33.9,25.9,72.3,48.1,1.7,4.5,11.8,10.8,1.093,0.258,0.333,67.9,17.4,74.2,5.8,45.9,52.2,34.5,52.5,74.5,111.9,12.1,9.6,1.263
Wright St,86.2,3.4,32,60.5,1.154,1.108,58.5,122.8,38.4,58.8,76,6.8,17.7,8,22.9,34.1,27.3,73,51.5,2.7,6.2,16.3,12.1,1.346,0.533,0,74.7,16,82.8,-3.4,48.3,55.3,37.1,55,72,115.7,13.5,12,1.125
Clemson,77.4,6.2,27.5,58.8,1.11,1.021,53.9,114.9,35.1,54.7,78,8.2,23.4,7.8,25.9,36.3,25.5,76.1,52,3.8,4.6,14.8,10.1,1.468,0.667,0.455,69.7,16.3,71.2,-6.2,41.4,48.2,33.1,47.1,73.2,103.9,11,9.5,1.161
North Dakota,73.8,-0.1,26.1,60,1.056,1.058,50.2,106.7,32.3,51.4,70.4,8.1,25.1,9.6,23.3,35.9,28.6,76.9,51.1,2.9,6.2,11.3,10.3,1.104,0.517,0.571,69.9,15.6,74,0.1,46.5,52.4,35.2,52.2,74.2,111.2,10.9,10.5,1.036
Oregon,75.6,3.3,27.3,59.6,1.07,1.023,51.9,110.1,33.8,52.6,71.9,7.3,21.6,8.3,23.1,34.4,26.4,75.5,50.4,3.6,7.2,13.8,10.2,1.358,0.667,0.727,70.6,16.4,72.3,-3.3,45.1,51.5,35,50.9,72.3,109.6,13.1,12.3,1.066
Kansas,75.3,5,28,57.8,1.054,0.984,53.5,112.9,33.6,54.7,72.2,5.8,17.2,7.3,25.4,35.8,24.4,75.6,51.4,4,7.1,18.7,11.6,1.618,0.667,0.7,71.4,14.8,70.3,-5,41.2,48.3,34.6,45.8,69.4,102.5,13,11.6,1.12
Morgan St,69.8,-10.2,25.7,58.9,0.946,1.084,47.4,103.1,28.2,49.3,75.8,4.5,15.9,8.5,21.1,33,26.7,65.2,46.3,3.3,6.2,11.4,14.5,0.786,0.286,0.5,73.8,19.9,80,10.2,46.3,52,35.3,51.6,69.2,110.9,13.6,13,1.044
San Francisco,76.2,9.5,28.6,59.6,1.095,0.959,55.1,115.1,35.1,56.7,75.9,8.4,23.9,8.5,23.5,33.8,28.2,78.3,52.5,3.4,8.1,15.7,11.5,1.362,0.667,0.333,69.6,18.3,66.8,-9.5,43,49.5,34.2,48.3,69.5,106.2,11.3,13.5,0.832
UMass Lowell,77,4.8,27,59,1.038,0.974,50.4,109.7,32.3,51.3,74,5.6,17.2,9.4,26.7,39.7,29.7,75.1,53.9,4.7,6.9,11.7,13.2,0.888,0.655,0.5,74.1,15.6,72.2,-4.8,42.4,47.3,29.2,49.1,69,100.4,11.4,11.2,1.015
Tennessee St,70.2,-2,23.9,55.5,0.988,1.016,48.8,107.2,31.3,49.8,76.5,6.2,20,7.7,22.2,33.3,25.5,69.8,48.5,3.5,6.5,11.4,13.7,0.834,0.483,0.636,71.1,20.4,72.2,2,43.2,48.8,32.7,48.6,72.7,107.2,12.1,13,0.931
S Carolina St,69.3,-5.7,24.1,59.3,0.957,1.035,45.7,99.6,32.3,44.5,69.6,6.1,18.9,12.3,20.8,36.6,36.1,70.9,52,3.2,8.3,12.9,15,0.858,0.4,0.444,72.4,20.9,75,5.7,45.8,52.2,33.6,53.3,74,114.1,14.1,15.4,0.918
Bradley,74.2,6.5,27,56.9,1.076,0.982,55.1,115.4,37,54.9,73.5,8.8,23.7,7.9,23.7,34.3,26.6,73.2,51,4.1,7.1,13.2,12.2,1.082,0.647,0.625,68.9,16.6,67.7,-6.5,41.3,47.6,33,46.5,72.2,103.4,11.5,12.4,0.922
Pittsburgh,75.6,8,26.5,60.6,1.105,0.989,51.6,109,35.7,50,70.8,9.6,26.9,9.9,24.2,37.2,29.1,78.6,52.6,4.5,6.3,13.7,9,1.522,0.667,0.75,68.4,15.5,67.6,-8,43.1,49,30.8,50.8,76,105.9,12.4,11.1,1.115
Oregon St,68.5,-5.1,24,54.4,0.987,1.06,49.8,107.6,33.1,49.9,73.7,6.1,18.5,6.7,22.4,32.3,23.2,71,48.5,3.8,6,11,12.5,0.886,0.387,0.667,69.4,18.6,73.5,5.1,45,51.3,33.2,52.3,71.2,109.5,14.3,11.4,1.252
UC Irvine,76.6,7.8,27.8,59.3,1.067,0.958,51.8,111.2,34.9,51.6,75.2,5.7,16.4,8.9,25.8,37.5,29.1,75.6,53,3.2,6.2,15.2,11.7,1.299,0.697,0.286,71.8,18.6,68.8,-7.8,41.3,46.4,33.8,44.6,71.1,101,11.8,12.2,0.973
Queens,77.3,-5.3,27,62.6,1.028,1.098,49.8,106.5,32.9,50.1,71,8.4,25.5,8.7,23.6,36.2,25.2,72.2,48.2,2.7,6.6,12.3,11.5,1.067,0.387,0.429,75.2,17.5,82.6,5.3,47.9,54.1,34.1,55.8,72.3,113.6,12.6,11.3,1.117
Manhattan,65.7,-10.4,24.5,59.6,0.921,1.067,47.2,99.9,31.3,47.4,72.2,7.2,23,7.6,22,32.3,22.5,71.1,46.4,2.9,7.5,14.1,13.5,1.049,0.207,0.444,71.3,14,76.1,10.4,46.9,53.1,36.7,52.1,73.6,111.8,17,11.9,1.433
California,74,-3.1,26,61.9,1.012,1.054,49.2,105,33.8,48,72.7,8.8,26,9,25,36.9,26.7,76,50,2.6,6,12.1,11.3,1.072,0.406,0.5,73.1,17.3,77,3.1,44.8,51.3,35.7,50,72.3,109.3,12.8,10.8,1.188
Howard,74.5,-0.7,24.5,55.1,1.038,1.047,51.7,112.6,37.2,49.1,75.2,8,21.5,9,22.8,35,30.9,71.9,52.1,2.9,5.9,13.6,14.8,0.92,0.485,0.5,71.7,18.7,75.1,0.7,45.4,51.1,34.3,50.9,69.9,109.1,12.5,11.6,1.078
Georgia,74.7,0,25.3,59,1.026,1.026,49.7,108,34.1,48.8,71.6,8.1,23.7,7.6,23.8,35.5,23.7,72.1,48.3,3.2,6.4,11.7,11.4,1.026,0.541,0.667,72.8,16.1,74.7,0,43.6,49.8,33.1,49.8,72.4,106,14.6,11.4,1.279
Baylor,79.9,8.8,27.2,56.7,1.148,1.021,55.7,118.4,39.5,53.5,73.5,8.7,22.1,9.4,22.4,34.9,33,75,54.3,3.1,6.4,14.5,12,1.211,0.677,0.5,69.7,16.7,71.1,-8.8,45.5,51.4,33.4,52.1,73.4,109.4,13.6,11.6,1.178
Montana,75.2,2.7,27.2,56.8,1.103,1.063,54.7,116.4,35.9,55.2,79.8,7.7,21.4,6.6,23.6,33.2,22.9,74.7,50.4,2.9,4.5,14.2,10.1,1.398,0.636,1,68.2,16.8,72.5,-2.7,45.3,50.7,34.2,50.5,71.6,108.4,11.2,9.4,1.194
Nebraska,77.7,6.8,26.8,59.3,1.085,0.99,53.1,113.5,35.7,52.8,76,9.4,26.3,8.1,26.4,37.5,25.8,71.3,50.3,2.6,6.3,15.3,11.1,1.386,0.677,0,71.6,15.9,70.9,-6.8,40,46.7,32.5,45.2,70.1,99.7,13.2,11.4,1.158
